id,Number,sentiment,text
222,18701,0,"[MSVC] Caffe2-Debug Static Size Too Big LNK1248. ## 🐛 Bug

pytorch-Debug-build\lib\Debug\caffe2-Debug.lib: fatal error LNK1248: image size (10007FE9E) exceeds maximum allowable size (FFFFFFFF)
## To Reproduce

Steps to reproduce the behavior:

1. Compile latest master on Windows as static

## Expected behavior

Links

## Environment

 - PyTorch Version (e.g., 1.0): master
 - OS (e.g., Linux): Windows
 - How you installed PyTorch (, , source): source
 - Build command you used (if compiling from source): cmake -DUSE_CUDA=ON -DBUILD_SHARED_LIBS=OFF
 - Python version: 3.7
 - CUDA/cuDNN version: 10.1
 - GPU models and configuration: GTX 1060
 - Any other relevant information:

## Additional context

Did not have this issue in 1.0.1 but perhaps size has just gone over the threshold.

It appears MSVC has a 4GB code/data file size limit. I'm sure there's a workaround.
Although, Microsoft says to split up the library: https://developercommunity.visualstudio.com/content/problem/332991/static-lib-4gb-file-size-limit-lnk1248-image-size.html. []"
706,957,0,"Counter-intuitive behavior of expand and arithmetic op. I don't know if this is a bug (and it might have been reported already but I didn't find anything).
But it could at least be added to the documentation for the  operation on a tensor:

Even if you are aware that expand doesn't copy data, I believe most will find this result quite counter-intuitive. Of course, this can be fixed atm either by replacing  by  or  by , but that requires more memory. It would be awesome if the arithmetic ops like  had a special case when the tensor's  is 0 in some dimension

Edit: My torch version string is . ['python\r\nimport torch\r\nT = torch.Tensor([2]).expand(1,3)\r\nprint(T.mul_(2))  # expected a Tensor with [4 4 4] here, got [16, 16, 16]\r\n']"
435,1829,0,"cuda out of memory with size 1 tensor. Hi, I have just built pytorch on OS X with CUDA support.

I'm having some trouble using CUDA features as it seems to run out of memory even with a size 1 tensor.


My laptop is fairly old, with an NVIDIA GeForce GT 650M 1024 MB. CUDA version is 8.0. Torch version is . OS X is 10.12.4. I am using Python 3.5.3 with Anaconda.. [""\r\nipython --pylab\r\nPython 3.5.3 |Continuum Analytics, Inc.| (default, Mar  6 2017, 12:15:08)\r\nType 'copyright', 'credits' or 'license' for more information\r\nIPython 6.1.0 -- An enhanced Interactive Python. Type '?' for help.\r\nUsing matplotlib backend: MacOSX\r\n\r\nIn [1]: import torch\r\n\r\nIn [2]: torch.cuda.current_device()\r\nOut[2]: 0\r\n\r\nIn [3]: torch.cuda.device_count()\r\nOut[3]: 1\r\n\r\nIn [4]: torch.cuda.FloatTensor([1])\r\nTHCudaCheck FAIL file=/Users/scheibler/sandbox/pytorch/torch/lib/THC/generic/THCStorage.cu line=66 error=2 : out of memory\r\n---------------------------------------------------------------------------\r\nRuntimeError                              Traceback (most recent call last)\r\n<ipython-input-4-8352503114b9> in <module>()\r\n----> 1 torch.cuda.FloatTensor([1])\r\n\r\n~/anaconda/envs/python3/lib/python3.5/site-packages/torch/cuda/__init__.py in _lazy_new(cls, *args, **kwargs)\r\n    267     # We need this method only for lazy init, so we can remove it\r\n    268     del _CudaBase.__new__\r\n--> 269     return super(_CudaBase, cls).__new__(cls, *args, **kwargs)\r\n    270\r\n    271\r\n\r\nRuntimeError: cuda runtime error (2) : out of memory at /Users/scheibler/sandbox/pytorch/torch/lib/THC/generic/THCStorage.cu:66\r\n""]"
535,30400,0,"miniz is missing in .gitmodule. ## 🐛 Bug

miniz is missing in .gitmodule but there is miniz in the third_party

Steps to reproduce the behavior:

1.sync the lastest PyTorch code;
1.run build
1.report 'caffe2/CMakeList.txt missing miniz'

It seems that .gitmodule does NOT match third_party completely?
. []"
568,24958,0,"In Sparse Adam, initialize state['exp_avg']  and state['exp_avg_sq'] during optimizer initialization, not after step. ## 🚀 Feature
In the Sparse Adam optimizer, [ https://github.com/pytorch/pytorch/blob/master/torch/optim/sparse_adam.py ]

The 'exp_avg' and 'exp_avg_sq' are only initialized after the first step is taken. And then after each step, there is a check of if the state hasn't been initialized. Compare this to adagrad https://github.com/pytorch/pytorch/blob/master/torch/optim/adagrad.py ], where 'sum' is initialized when the optimizer is initialized. Is there any reason for this? 

## Motivation

For those doing manipulations of 'exp_avg' and 'exp_avg_sq', the code would be clearer if they didn't have to run the first step before coding the manipulators. 

Also, unless I am missing something, the code would seem more cleaner if the state was initialized during the optimizer init, instead of checking if it's been initiated already during each step, though there's probably no performance reduction in the way it's currently coded. 

## Pitch

Move 


to the  __init__ method. 


## Additional context

Here's a full code sample




If there is agreement on this, I already created a pull request, here 

https://github.com/pytorch/pytorch/pull/24960

cc @vincentqb. [""\r\n\t                    state['step'] = 0\r\n                    # Exponential moving average of gradient values\r\n                    state['exp_avg'] = torch.zeros_like(p.data)\r\n                    # Exponential moving average of squared gradient values\r\n                    state['exp_avg_sq'] = torch.zeros_like(p.data)\r\n"", '\r\ndef __init__(self, params, lr=1e-3, betas=(0.9, 0.999), eps=1e-8):\r\n        if not 0.0 < lr:\r\n            raise ValueError(""Invalid learning rate: {}"".format(lr))\r\n        if not 0.0 < eps:\r\n            raise ValueError(""Invalid epsilon value: {}"".format(eps))\r\n        if not 0.0 <= betas[0] < 1.0:\r\n            raise ValueError(""Invalid beta parameter at index 0: {}"".format(betas[0]))\r\n        if not 0.0 <= betas[1] < 1.0:\r\n            raise ValueError(""Invalid beta parameter at index 1: {}"".format(betas[1]))\r\n        defaults = dict(lr=lr, betas=betas, eps=eps)\r\n        super(SparseAdam, self).__init__(params, defaults)\r\n\r\n\tfor group in self.param_groups:\r\n            for p in group[\'params\']:\r\n                state = self.state[p]\r\n                state[\'exp_avg\'] = torch.zeros_like(p.data)\r\n                    # Exponential moving average of squared gradient values\r\n                state[\'exp_avg_sq\'] = torch.zeros_like(p.data)\r\n\r\n    def step(self, closure=None):\r\n        """"""Performs a single optimization step.\r\n        Arguments:\r\n            closure (callable, optional): A closure that reevaluates the model\r\n                and returns the loss.\r\n        """"""\r\n        loss = None\r\n        if closure is not None:\r\n            loss = closure()\r\n\r\n        for group in self.param_groups:\r\n            for p in group[\'params\']:\r\n                if p.grad is None:\r\n                    continue\r\n                grad = p.grad.data\r\n                if not grad.is_sparse:\r\n                    raise RuntimeError(\'SparseAdam does not support dense gradients, please consider Adam instead\')\r\n\r\n                state[\'step\'] += 1\r\n\r\n                grad = grad.coalesce()  # the update is non-linear so indices must be unique\r\n                grad_indices = grad._indices()\r\n                grad_values = grad._values()\r\n                size = grad.size()\r\n\r\n']"
516,14967,0,"ONNX - Pytorch-1.0 with Cuda-10.0. ONNX Export core dumps on GPU machine. ## 🐛 Bug

Pytorch-1.0-Cuda-10.0 with ONNX-1.2.1 and 1.3.0. Export onnx model core dumps on Ubuntu on GPU instance

## To Reproduce

 Steps to reproduce the behavior:
 
Spin up an Ubuntu with GPU instance like EC2 p2 or g3
 
1. install Cuda-10, cudnn-7.4.1, NCCL-2.3.7
2. anaconda
2. conda create -n pytorch_p27 python=2.7
3. conda install pytorch=1.0.0=py2.7_cuda10.0.130_cudnn7.4.1_1 torchvision=0.2.1 cuda100=1.0 -c pytorch
4. pip install -U onnx==1.2.1 or 1.3.0
 
example used to replicate:
https://github.com/onnx/tutorials/blob/master/tutorials/PytorchOnnxExport.ipynb
 
Error:
Illegal instruction (core dumped)



## Expected behavior

It should have exported a .onnx file with the model

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
PyTorch version: 1.0.0
Is debug build: No
CUDA used to build PyTorch: 10.0.130
 
OS: Ubuntu 16.04.5 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.10) 5.4.0 20160609
CMake version: version 3.5.1
 
Python version: 2.7
Is CUDA available: Yes
CUDA runtime version: 10.0.130
GPU models and configuration:
GPU 0: Tesla M60
GPU 1: Tesla M60
GPU 2: Tesla M60
GPU 3: Tesla M60
 
Nvidia driver version: 410.79
cuDNN version: Probably one of the following:
/usr/local/cuda-10.0/lib64/libcudnn.so.7.4.1
/usr/local/cuda-10.0/lib64/libcudnn_static.a
/usr/local/cuda-8.0/lib64/libcudnn.so.6.0.21
/usr/local/cuda-8.0/lib64/libcudnn_static.a
/usr/local/cuda-9.0/lib64/libcudnn.so.7.3.1
/usr/local/cuda-9.0/lib64/libcudnn_static.a
/usr/local/cuda-9.2/lib64/libcudnn.so.7.3.1
/usr/local/cuda-9.2/lib64/libcudnn_static.a
 
Versions of relevant libraries:
[pip] Could not collect
[conda] blas                      1.0                         mkl 
[conda] cuda100                   1.0                           0    pytorch
[conda] mkl                       2018.0.3                      1 
[conda] mkl_fft                   1.0.6            py27h7dd41cf_0 
[conda] mkl_random                1.0.1            py27h4414c95_1 
[conda] pytorch                   1.0.0           py2.7_cuda10.0.130_cudnn7.4.1_1  [cuda100]  pytorch
[conda] torchvision               0.2.1                      py_2    pytorch

## Additional context

 complete list of packages
packages in environment:
 
Name                    Version                   Build  Channel
blas                      1.0                         mkl 
ca-certificates           2018.03.07                    0 
certifi                   2018.10.15               py27_0 
cffi                      1.11.5           py27he75722e_1 
cuda100                   1.0                           0    pytorch
freetype                  2.9.1                h8a8886c_1 
intel-openmp              2019.1                      144 
jpeg                      9b                   h024ee3a_2 
libedit                   3.1.20170329         h6b74fdf_2 
libffi                    3.2.1                hd88cf55_4 
libgcc-ng                 8.2.0                hdf63c60_1 
libgfortran-ng            7.3.0                hdf63c60_0 
libpng                    1.6.35               hbc83047_0 
libstdcxx-ng              8.2.0                hdf63c60_1 
libtiff                   4.0.9                he85c1e1_2 
mkl                       2018.0.3                      1 
mkl_fft                   1.0.6            py27h7dd41cf_0 
mkl_random                1.0.1            py27h4414c95_1 
ncurses                   6.1                  he6710b0_1 
ninja                     1.8.2            py27h6bb024c_1 
numpy                     1.15.4           py27h1d66e8a_0 
numpy-base                1.15.4           py27h81de0dd_0 
olefile                   0.46                     py27_0 
onnx                      1.3.0                     <pip>
openssl                   1.1.1a               h7b6447c_0 
pillow                    5.3.0            py27h34e0f95_0 
pip                       18.1                     py27_0 
protobuf                  3.6.1                     <pip>
pycparser                 2.19                     py27_0 
python                    2.7.15               h9bab390_4 
pytorch                   1.0.0           py2.7_cuda10.0.130_cudnn7.4.1_1  [cuda100]  pytorch
readline                  7.0                  h7b6447c_5 
setuptools                40.6.2                   py27_0 
six                       1.11.0                   py27_1 
sqlite                    3.25.3               h7b6447c_0 
tk                        8.6.8                hbc83047_0  
torchvision               0.2.1                      py_2    pytorch
typing                    3.6.6                     <pip>
typing-extensions         3.6.6                     <pip>
wheel                     0.32.3                   py27_0 
xz                        5.2.4                h14c3975_4 
zlib                      1.2.11               h7b6447c_3 

(opening this problem on behalf of a team member: @surajkota)
. []"
677,14078,0,"Build failing at torch/lib/c10d/ProcessGroupMPI.cpp. ## 🐛 Bug

PyTorch fails to finish building, with a possible bug (see below).



## To Reproduce


## Environment


 - PyTorch Version (e.g., 1.0): Master branch (1.0) 
 - OS (e.g., Linux): Debian:Stretch
 - How you installed PyTorch (, , source): source
 - Build command you used (if compiling from source): see above
 - Python version: 3.6
 - CUDA/cuDNN version: N/A
 - GPU models and configuration: N/A
 - Any other relevant information: N/A

## Additional context

<!-- Add any other context about the problem here. -->
. ['bash \r\nScanning dependencies of target caffe2_observers\r\n[ 92%] Building CXX object caffe2/torch/lib/THD/CMakeFiles/THD.dir/base/data_channels/DataChannelTCP.cpp.o\r\n[ 93%] Building CXX object modules/observers/CMakeFiles/caffe2_observers.dir/net_observer_reporter_print.cc.o\r\n\x1b[91m/opt/pytorch/torch/lib/c10d/ProcessGroupMPI.cpp: In destructor ‘virtual c10d::ProcessGroupMPI::AsyncWork::~AsyncWork()’:\r\n/opt/pytorch/torch/lib/c10d/ProcessGroupMPI.cpp:154:71: error: throw will always call terminate() [-Werror=terminate]\r\n         ""Attempted destruction of AsyncWork before work has completed"");\r\n                                                                       ^\r\n/opt/pytorch/torch/lib/c10d/ProcessGroupMPI.cpp:154:71: note: in C++11 destructors default to noexcept\r\n\x1b[0m[ 93%] Building CXX object caffe2/torch/CMakeFiles/torch.dir/csrc/autograd/function.cpp.o\r\n[ 93%] Building CXX object caffe2/torch/CMakeFiles/torch.dir/csrc/autograd/functions/accumulate_grad.cpp.o\r\n[ 93%] Building CXX object modules/detectron/CMakeFiles/caffe2_detectron_ops.dir/ps_roi_pool_op.cc.o\r\n[ 93%] Building CXX object modules/observers/CMakeFiles/caffe2_observers.dir/observer_config.cc.o\r\n\x1b[91mcc1plus: all warnings being treated as errors\r\n\x1b[0m\x1b[91mmake[2]: *** [caffe2/torch/lib/c10d/CMakeFiles/c10d.dir/ProcessGroupMPI.cpp.o] Error 1\r\n\x1b[0m\x1b[91mmake[2]: *** Waiting for unfinished jobs....\r\n\x1b[0mcaffe2/torch/lib/c10d/CMakeFiles/c10d.dir/build.make:230: recipe for target \'caffe2/torch/lib/c10d/CMakeFiles/c10d.dir/ProcessGroupMPI.cpp.o\' failed\r\n[ 93%] Building CXX object caffe2/torch/CMakeFiles/torch.dir/csrc/autograd/functions/basic_ops.cpp.o\r\n[ 93%] Building CXX object caffe2/torch/lib/THD/CMakeFiles/THD.dir/base/init_methods/InitMethod.cpp.o\r\n[ 93%] Building CXX object modules/observers/CMakeFiles/caffe2_observers.dir/perf_observer.cc.o\r\n[ 93%] Building CXX object modules/detectron/CMakeFiles/caffe2_detectron_ops.dir/roi_pool_f_op.cc.o\r\n[ 93%] Building CXX object modules/detectron/CMakeFiles/caffe2_detectron_ops.dir/sample_as_op.cc.o\r\n[ 93%] Building CXX object caffe2/torch/lib/THD/CMakeFiles/THD.dir/base/init_methods/InitMethodEnv.cpp.o\r\n[ 93%] Building CXX object caffe2/torch/CMakeFiles/torch.dir/csrc/autograd/functions/comm.cpp.o\r\n[ 93%] Building CXX object modules/detectron/CMakeFiles/caffe2_detectron_ops.dir/select_smooth_l1_loss_op.cc.o\r\n[ 93%] Building CXX object caffe2/torch/CMakeFiles/torch.dir/csrc/autograd/functions/tensor.cpp.o\r\nCMakeFiles/Makefile2:7496: recipe for target \'caffe2/torch/lib/c10d/CMakeFiles/c10d.dir/all\' failed\r\n\x1b[91mmake[1]: *** [caffe2/torch/lib/c10d/CMakeFiles/c10d.dir/all] Error 2\r\n\x1b[0m\x1b[91mmake[1]: *** Waiting for unfinished jobs....\r\n...\r\n...\r\n...\r\n[ 99%] Linking CXX shared library ../../lib/libtorch.so\r\n[ 99%] Built target torch\r\nMakefile:138: recipe for target \'all\' failed\r\n\x1b[91mmake: *** [all] Error 2\r\n\x1b[0msetup.py::build_deps::run()\r\nFailed to run \'bash ../tools/build_pytorch_libs.sh --use-fbgemm --use-nnpack --use-mkldnn --use-qnnpack caffe2\'\r\n', 'bash \r\n cd /opt && git clone --recursive https://github.com/pytorch/pytorch \\\r\n    && cd pytorch && git submodule update --init && \\\r\n    cd /opt/pytorch/third_party/ideep/mkl-dnn && \\\r\n    git pull https://github.com/intel/mkl-dnn.git --no-commit  --rebase && \\\r\n    cd /opt/pytorch && \\\r\n    sed -i \'s/""Use MKLDNN"" OFF/""Use MKLDNN"" ON /g\' CMakeLists.txt && \\\r\n    sed -i \'s/""Use DISTRIBUTED"" OFF/""Use DISTRIBUTED"" ON /g\' CMakeLists.txt && \\\r\n    sed -i \'s/for parallel code"" OFF/for parallel code"" ON /g\' CMakeLists.txt && \\\r\n    PYTHON_EXECUTABLE=/opt/conda/bin/python \\\r\n    PYTHON_LIBRARY=/opt/conda/lib/libpython3.6m.so \\\r\n    PYTHON_INCLUDE_DIR=/opt/conda/include/python3.6m \\\r\n    FULL_CAFFE2=1 \\\r\n    USE_OPENMP=1 \\\r\n    USE_MKL=1 \\\r\n    USE_MKLDNN=1 \\\r\n    USE_MKLML=1 \\\r\n    USE_SYSTEM_EIGEN_INSTALL=1 \\\r\n    USE_ZMQ=1 \\\r\n    USE_DISTRIBUTED=1 \\\r\n    MKLDNN_LIBRARY=/usr/local/lib \\\r\n    MKLDNN_INCLUDE_DIR=/usr/local/include \\\r\n    MKLDNN_LIB_DIR=/usr/local/lib \\\r\n    python setup.py install && \\\r\n    cd /opt && rm -rf /opt/pytorch && \\\r\n    cd /usr/lib && sudo ldconfig\r\n']"
296,8837,0,"Inconsistency in implementation of _LRScheduler . I've noticed an odd behavior when attempting to write my own scheduler based on . 

If you write a custom get_lr() to work based on self.last_epoch, its impossible to differentiate the 
0th and the 1st epoch. 

Here is a minimal working example:



This results in the output



You can see the last epoch is asked to set the learning rate based on the last epoch being 0 twice. This LRScheduler class takes last_epoch as an argument, so it knows how to set the LR for the previous epoch. By default last_epoch=-1, because the first epoch is 0 and no epoch has run yet. On construction it then calls  with , which means the step function sets the learning rate for epoch 0. Then last_epoch is reset to -1 immediately after, so the next call to step also sets the learning rate for epoch 0. 

A fix would simply remove the + 1 from , but this might break existing implementations of  which wouldn't expect  being set to a negative number. 

I think a more intuitive implementation of this class might track the current epoch rather than the previous one. This would be a backwards incompatible change, but I think it would improve the overall quality of torch. I'm willing to give a re-implementation a shot if it sounds like a good idea to the maintainers. 

cc @ezyang @albanD @zou3519 @gqchen @pearu @nikitaved @soulitzer @mruberry @jbschlosser @vincentqb. [""python\r\n\r\ndef mwe():\r\n    # Assuming optimizer has two groups.\r\n    import torch.optim.lr_scheduler\r\n    import netharn as nh\r\n    model = nh.models.ToyNet2d()\r\n    optimizer = torch.optim.SGD(model.parameters(), lr=10)\r\n\r\n    class DummySchedule(torch.optim.lr_scheduler._LRScheduler):\r\n        def get_lr(self):\r\n            print('Set LR based on self.last_epoch = {!r}'.format(self.last_epoch))\r\n            self._current_lr = self.last_epoch\r\n            return [self.last_epoch]\r\n\r\n    # Initialize the optimizer with epoch 0's LR\r\n    # self = torch.optim.lr_scheduler.LambdaLR(optimizer, lambda x: x)\r\n    self = DummySchedule(optimizer)\r\n    for epoch in range(3):\r\n        print('------')\r\n        print('Run epoch = {!r}'.format(epoch))\r\n        # Pretend we run epoch 0\r\n        print('Training with self._current_lr = {!r}'.format(self._current_lr))\r\n        # Pretend epoch 0 has finished, so step the scheduler.\r\n        # self.step(epoch=epoch)\r\n        self.step()\r\n"", '\r\nSet LR based on self.last_epoch = 0\r\n------\r\nRun epoch = 0\r\nTraining with self._current_lr = 0\r\nSet LR based on self.last_epoch = 0\r\n------\r\nRun epoch = 1\r\nTraining with self._current_lr = 0\r\nSet LR based on self.last_epoch = 1\r\n------\r\nRun epoch = 2\r\nTraining with self._current_lr = 1\r\nSet LR based on self.last_epoch = 2\r\n']"
282,20704,0,Remove unpack() in torch/csrc/nn/type_checks.h and its caller functions in the codebase. The  function in torch/csrc/nn/type_checks.h is not used anymore because we had already killed torch.legacy.nn and all the normal NN ops go through ATen bindings right now. A proper removal of the  function would also involve removing all of its caller functions.. []
637,24452,0,"model deployment ：Multiple serial models，using 3Dconv？？. ## ❓ Questions and Help

I have about 4 to 10 models to execute serially，every model is 3D-convolutional model，I have tried TensorRT,but TensorRT only support 2 D conv,
what else can I try?

The needs are: stable and fast

. []"
441,12133,0,"How to initialize caffe2::Tensor. ## ❓ Questions and Help

### Please note that this issue tracker is not a help form and this issue will be closed.

We have a set of [listed resources available on the website](https://pytorch.org/resources). Our primary means of support is our discussion forum:

- [Discussion Forum](https://discuss.pytorch.org/)

I don't know how to initialize  Tensor(const vector<int64_t>& dims,const vector<T>& values, BaseContext* context), cause I dont't know how to init context.. []"
134,3124,0,"Does pytorch have Softmax3D ？. I am doing a 3d project and I found that pytorch has conv3d, pooling3d and batchnorm3d, but I didn't find the softmax3d. 
Does anyone have softmax3d layer? . []"
443,5918,0,Lint of .gitmodules and aten/.gitmodules are synchronized. see https://github.com/pytorch/pytorch/pull/5911. []
95,25878,0,"Model weights silently fail to load when model is on different gpu than when it was saved. ## 🐛 Bug

<!-- A clear and concise description of what the bug is. -->
 silently fails when the model is saved and loaded on different gpu-devices. As a result, the model remains in its randomly-initialized state.

This does not occur in PyTorch 1.1 but does occur in PyTorch 1.2.
 
## To Reproduce

Steps to reproduce the behavior:

The following code demonstrates this bug:

1. Define functions for creating a simple model. For loading the model and asserting that its loaded weights reflect the weights in the checkpoint



2. Create a model, place on gpu-0 and save its state-dictionary


3. Demonstrate that the model loads as-expected on gpu-0


4. Demonstrate that the model loads as-expected on cpu


5. Demonstrate that the model **fails to load** on gpu-1, and retains its randomly-initialized weights.


## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


PyTorch version: 1.2.0
Is debug build: No
CUDA used to build PyTorch: 10.0.130

OS: Ubuntu 16.04.6 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.11) 5.4.0 20160609
CMake version: version 3.5.1

Python version: 3.7
Is CUDA available: Yes
CUDA runtime version: Could not collect
GPU models and configuration: 
GPU 0: Tesla V100-PCIE-16GB
GPU 1: Tesla V100-PCIE-16GB
GPU 2: Tesla V100-PCIE-16GB
GPU 3: Tesla V100-PCIE-16GB
GPU 4: Tesla V100-PCIE-16GB
GPU 5: Tesla V100-PCIE-16GB
GPU 6: Tesla V100-PCIE-16GB
GPU 7: Tesla V100-PCIE-16GB

Nvidia driver version: 418.67
cuDNN version: /usr/lib/x86_64-linux-gnu/libcudnn.so.7.6.1

Versions of relevant libraries:
[pip] numpy==1.16.4
[pip] torch==1.2.0
[pip] torchvision==0.4.0a0+6b959ee
[conda] blas                      1.0                         mkl  
[conda] mkl                       2019.4                      243  
[conda] mkl-service               2.0.2            py37h7b6447c_0  
[conda] mkl_fft                   1.0.14           py37ha843d7b_0  
[conda] mkl_random                1.0.2            py37hd81dba3_0  
[conda] pytorch                   1.2.0           py3.7_cuda10.0.130_cudnn7.6.2_0    pytorch
[conda] torchvision               0.4.0                    pypi_0    pypi
:

## Additional context

<!-- Add any other context about the problem here. -->


cc @ezyang @gchanan @zou3519. ['python\r\nimport torch as tr\r\nimport torch.nn as nn\r\n\r\n\r\ndef make_model():\r\n    return nn.Conv2d(in_channels=1, out_channels=1, kernel_size=3)\r\n\r\n\r\ndef load_on_device_and_check(checkpoint, device, verbose=False):\r\n    model = make_model()\r\n    model.to(device)\r\n\r\n    saved_weight = checkpoint[""model_state_dict""][""weight""]\r\n    assert not tr.allclose(saved_weight.cpu(), model.weight.cpu())\r\n    \r\n    if verbose:\r\n        print(f""pre-load:\\n{model.weight.cpu()}"")\r\n        \r\n    model.load_state_dict(checkpoint[""model_state_dict""])\r\n    \r\n    if verbose:\r\n        print(f""post-load:\\n{model.weight.cpu()}"")\r\n    assert tr.allclose(saved_weight.cpu(), model.weight.cpu())\r\n', 'python\r\ndevice = tr.device(""cuda:0"")\r\nmodel = make_model()\r\nmodel.to(device)\r\ntr.save({""model_state_dict"": model.state_dict()}, ""dummy_model.p"")\r\n', 'python\r\n>>> checkpoint = tr.load(""dummy_model.p"")\r\n>>> load_on_device_and_check(checkpoint, tr.device(""cuda:0""))\r\n', 'python\r\n>>> checkpoint = tr.load(""dummy_model.p"")\r\n>>> load_on_device_and_check(checkpoint, tr.device(""cpu""), verbose=True)\r\npre-load:\r\ntensor([[[[-0.1033, -0.3067,  0.0443],\r\n          [-0.1475, -0.1446, -0.0476],\r\n          [ 0.1484,  0.0619, -0.3134]]]], grad_fn=<CopyBackwards>)\r\npost-load:\r\ntensor([[[[ 0.0477,  0.0031, -0.0045],\r\n          [-0.1170, -0.0351,  0.1652],\r\n          [ 0.1713, -0.1888,  0.2063]]]], grad_fn=<CopyBackwards>)\r\n', 'python\r\n>>> checkpoint = tr.load(""dummy_model.p"")\r\n>>> load_on_device_and_check(checkpoint, tr.device(""cuda:1""), verbose=True)\r\npre-load:\r\ntensor([[[[ 0.0328, -0.1487,  0.0571],\r\n          [ 0.0730, -0.1790, -0.1707],\r\n          [-0.1375,  0.2665,  0.2011]]]], grad_fn=<CopyBackwards>)\r\npost-load:\r\ntensor([[[[ 0.0328, -0.1487,  0.0571],\r\n          [ 0.0730, -0.1790, -0.1707],\r\n          [-0.1375,  0.2665,  0.2011]]]], grad_fn=<CopyBackwards>)\r\n\r\n---------------------------------------------------------------------------\r\nAssertionError                            Traceback (most recent call last)\r\n<ipython-input-7-aa2957eac0e5> in <module>\r\n      1 checkpoint = tr.load(""dummy_model.p"")\r\n----> 2 load_on_device_and_check(checkpoint, tr.device(""cuda:1""), verbose=True)\r\n\r\n<ipython-input-6-eb34bf821c07> in load_on_device_and_check(checkpoint, device, verbose)\r\n     21     if verbose:\r\n     22         print(f""post-load:\\n{model.weight.cpu()}"")\r\n---> 23     assert tr.allclose(saved_weight.cpu(), model.weight.cpu())\r\n\r\nAssertionError: \r\n\r\n\r\n', '\r\nwget https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py\r\n# For security purposes, please check the contents of collect_env.py before running it.\r\npython collect_env.py\r\n']"
35,1253,1,"Memory usage increasing after first batch (possibly not freeing some potentially free memory). This may be related to issue #1184 but I believe there is something else to it:
I am working on version , using micro batches: split mini-batches into smaller batches and calculate/backprop loss in each micro batch, accumulating it over the mini batch. I noticed multiple times that my code goes out of memory after several micro batches. This seems strange to me as each micro batch should require the same amount of memory. Maybe there is something I don't fully understand here, so if anyone can explain it to me, I'd be happy !

Anyway, I tried to look into it a bit and attached is the smallest code snippet I came up with demonstrating my problem (around 100 lines).
Essentially, I am training a network on images, using micro-batches to reduce memory. However, after the first (and sometimes second) micro-batch, the memory usage increases and then stays the same after further micro-batches.

When using a functional approach for the mini and micro batches, the memory usage does not increase the same way, so I don't believe that this has to do with the fact that there may be 'lazy' memory freeing involved (freeing only when necessary).

[torch_memory.zip](https://github.com/pytorch/pytorch/files/919384/torch_memory.zip). []"
496,16042,0,"grad_fn missing?. ## 🐛 Bug

Hi, Sorry if this is not a bug I tried to post in forums but am getting no response :( 

## To Reproduce

import torch

x = torch.randn(1,1,1,1).requires_grad_(True)

y = torch.nn.Conv2d(1,1,1)(x).mean()**2
conv_grad,  = torch.autograd.grad(y, x, create_graph=True, retain_graph=True)
print(""Conv grad"",conv_grad)

y = torch.nn.Linear(1,1)(x).mean()**2
linear_grad,  = torch.autograd.grad(y, x, create_graph=True, retain_graph=True)
print(""Linear grad"",linear_grad)

## Expected behavior

I think both gradient variables should have an associated grad_fn, however only the linear version does. Isn't the math the same for both here, the 1x1 convolution vs the 1x1 linear layer? Or maybe I am missing something :(
. []"
